my_row_id,Zip_Code,Population,Median_Income,Median_Age,Bachelor_Degree,Total_Education_Population,Graduate_Professional_Degree,White_Alone,Black_Alone,Hispanic_Latino,Employment_Status,Unemployment,Total_Health_Insurance_Coverage,Without_Health_Insurance,Total_Pop_Poverty_Status,Below_Poverty_Level,Median_Home_Value,Median_Gross_Rent,Owner_Occupied_Units,Renter_Occupied_Units,Means_of_Transportation_to_Work,Total_Pop_Marital_Status,Married_Population,ZCTA
205,01129,6486,80352,42.8,1199,4896,564,4235,793,3336,5424,181,6420,0,6393,757,211900,1288,2044,617,69820,5523,1076,1129
206,01144,0,,-666667000.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,1144
207,01151,9467,51410,33.9,1665,6237,438,4899,1677,3180,7365,278,9467,38,9460,1661,181300,1233,1602,2013,90075,7526,1826,1151
208,01201,45188,67262,43.8,8099,33807,3087,37269,2599,36093,37885,1687,44535,9,44467,6084,221800,1029,12377,7497,370360,38576,7760,1201
209,01220,8149,54677,48.2,2191,6399,635,7712,28,7657,6985,259,8149,0,8142,1123,182700,896,2470,1571,87645,7028,1016,1220
210,01222,623,78077,42.6,85,471,74,623,0,623,479,37,623,0,623,43,303000,,238,0,7980,488,58,1222
211,01223,2565,79226,50.5,519,2053,262,2359,38,2328,2217,38,2565,2,2563,216,317700,1438,1110,71,35205,2236,279,1223
212,01224,124,,57.1,49,101,0,124,0,124,124,0,124,0,124,0,278400,,45,11,2180,124,13,1224
213,01225,3239,72485,52.1,556,2543,295,2920,26,2914,2824,101,3226,0,3239,209,234200,1277,1371,176,38015,2866,441,1225
214,01226,6332,76198,49.8,1292,4748,385,5998,19,5944,5194,124,6244,0,6244,492,285800,887,2211,673,54180,5283,786,1226
215,01229,125,,73.3,27,104,1,125,0,125,125,0,125,0,125,27,947900,,61,22,,125,8,1229
216,01230,9095,73884,48.4,1637,6609,748,8199,209,8027,7862,151,8752,0,8276,647,448200,1106,2857,919,91545,7968,1521,1230
217,01235,2461,71641,51.1,619,1963,162,2283,12,2280,2181,50,2461,0,2459,203,225500,948,850,209,29875,2184,316,1235
218,01236,1625,113958,55.3,231,1272,110,1300,13,1251,1361,32,1592,0,1592,47,381300,,514,105,19380,1368,111,1236
219,01237,2451,86300,50.3,473,1819,146,2414,25,2414,1978,33,2451,0,2451,87,264700,1232,1004,38,22255,1998,272,1237
220,01238,5928,77679,50.8,1117,4670,451,5431,36,5402,5164,120,5789,0,5780,396,313100,1185,2057,515,60565,5252,841,1238
221,01240,4922,82578,58.1,869,3814,160,4522,78,4494,4452,143,4661,0,4599,340,418600,1101,1509,730,37010,4548,768,1240
222,01242,255,,40.7,0,167,3,255,0,255,238,71,255,0,255,10,,,70,0,,238,14,1242
223,01243,135,79167,59.6,34,126,10,122,0,122,133,1,135,0,135,7,404500,,72,0,1845,133,24,1243
224,01244,158,56842,58.8,40,144,3,158,0,158,158,0,158,0,158,8,660200,,65,9,1340,158,17,1244
225,01245,828,111354,64.4,51,653,34,790,3,773,734,29,828,0,828,69,520700,,330,5,6710,748,83,1245
226,01247,15279,53692,44.9,3161,10781,884,13663,225,13366,13051,391,15198,30,14312,1900,171400,849,4097,2686,126825,13206,2969,1247
227,01253,818,102596,53.0,156,723,55,792,0,780,736,51,818,0,800,18,315300,,309,68,13165,752,104,1253
228,01254,961,91667,61.8,154,835,41,887,43,887,877,9,961,0,961,50,516100,944,424,16,7670,887,88,1254
229,01255,931,73958,48.9,177,711,41,841,16,838,809,14,880,3,877,56,288200,1208,343,12,13105,817,183,1255
230,01256,620,54219,54.1,171,486,45,584,27,584,521,20,616,0,616,90,237500,,288,17,7885,521,53,1256
231,01257,2230,78940,58.1,472,1814,163,2123,1,1948,2153,25,2230,0,2230,287,461500,1144,720,291,18365,2153,347,1257
232,01258,188,117917,55.6,20,164,9,183,0,181,174,5,188,0,188,6,506000,,77,4,2515,174,27,1258
233,01259,733,120568,42.8,75,456,34,682,38,627,522,20,733,0,687,22,407100,,235,31,5005,577,58,1259
234,01260,20,,-666667000.0,20,20,0,20,0,20,20,0,20,0,20,0,,,9,0,,20,0,1260
235,01262,1785,75804,60.3,274,1478,123,1631,67,1631,1628,75,1762,0,1742,253,549200,943,502,213,7680,1662,359,1262
236,01264,207,78750,63.4,36,178,15,204,0,204,190,2,207,0,207,30,545500,1229,74,24,2860,195,12,1264
237,01266,952,85714,56.0,126,771,18,903,1,895,838,26,952,0,952,98,414700,1727,385,71,9240,853,92,1266
238,01267,8142,101823,34.1,607,4558,185,6884,270,6786,7281,61,7945,0,5915,630,405000,1223,2068,667,53690,7328,1635,1267
239,01270,999,100833,44.2,165,743,83,843,0,843,867,14,999,0,999,43,328200,,395,3,16780,871,159,1270
240,01301,17880,53536,44.3,3178,13355,1478,15971,430,15600,14900,452,17435,7,17180,2646,242100,1013,4573,3652,124405,14996,2559,1301
241,01330,1607,80560,58.1,268,1355,158,1436,1,1436,1463,92,1607,0,1600,188,344100,938,624,135,20470,1466,232,1330
242,01331,13845,66985,44.0,2872,9931,1050,12914,67,12445,11408,558,13699,0,13632,1394,227300,1010,4025,1387,166335,11518,2016,1331
243,01337,2470,79000,49.8,550,1946,249,2340,2,2337,2092,54,2470,0,2466,157,291900,999,882,162,29680,2120,344,1337
244,01338,65,56250,72.5,32,60,0,60,0,60,65,0,65,0,65,0,,,44,4,775,65,17,1338
245,01339,1396,69500,56.9,292,1165,175,1343,0,1343,1251,41,1396,0,1396,131,285800,1125,538,96,19230,1270,155,1339
246,01340,1890,74632,50.8,431,1448,119,1799,11,1762,1640,41,1885,0,1882,135,261400,1083,684,151,27035,1643,252,1340
247,01341,1620,92500,54.0,187,1289,163,1560,0,1525,1387,40,1620,0,1612,52,358100,1433,632,82,15905,1424,159,1341
248,01342,1321,99583,36.8,208,955,25,990,43,990,1102,23,1321,0,1261,214,307600,1819,227,166,10960,1102,303,1342
249,01343,167,76250,43.7,42,127,6,158,0,158,133,0,167,0,150,14,219400,,47,25,3160,133,15,1343
250,01344,1631,70560,43.2,398,1170,95,1544,20,1494,1320,49,1631,6,1625,131,233300,945,528,149,20890,1346,239,1344
251,01346,409,105944,58.3,91,319,31,372,0,372,365,8,409,0,401,34,246500,,193,10,5490,375,65,1346
252,01347,197,74712,29.5,0,153,30,139,0,139,197,0,197,0,197,27,165400,,43,58,,197,8,1347
253,01349,764,70240,43.1,108,537,12,656,0,656,582,12,764,0,764,117,288100,1095,274,69,7075,582,73,1349
254,01350,103,,61.1,40,81,3,103,0,103,93,4,103,0,103,11,150000,,46,7,,93,12,1350
255,01351,2741,96389,44.0,398,2102,175,2647,29,2647,2236,55,2741,0,2741,203,284400,1194,835,199,24715,2286,283,1351
256,01354,1747,79135,43.5,269,1327,138,1551,43,1551,1534,50,1743,0,1743,160,302600,,509,118,16245,1559,379,1354
257,01355,1009,76739,55.6,172,796,92,784,0,784,885,12,1009,0,1009,108,329300,1007,357,55,14195,932,172,1355
258,01360,2871,94775,48.4,476,2158,210,2628,6,2582,2489,63,2853,14,2853,204,314000,972,1088,137,33440,2554,410,1360
259,01364,7643,55773,43.1,1927,5499,561,7054,74,6940,6304,317,7642,0,7588,1545,207900,686,2165,879,97285,6373,1027,1364
260,01366,1177,104205,52.0,191,926,61,1077,5,1061,1021,20,1177,0,1140,74,346000,1223,416,45,20265,1029,158,1366
261,01367,504,78125,45.3,96,358,45,443,5,442,403,4,504,0,502,65,254100,1000,170,28,6775,406,55,1367
262,01368,1455,98542,48.2,274,1036,129,1406,0,1406,1161,38,1455,0,1455,163,308800,1066,477,61,26570,1173,197,1368
263,01370,3713,74680,52.4,471,2965,294,3350,15,3294,3188,102,3703,0,3701,500,329000,1011,1194,547,33310,3228,524,1370
264,01373,4921,96546,52.3,642,3859,570,4789,11,4567,4380,130,4921,0,4907,168,391900,1312,1885,424,47355,4432,654,1373
265,01375,3658,59185,34.0,330,2622,309,2878,101,2807,3375,212,3624,0,3588,676,383900,1551,748,1017,39565,3413,966,1375
266,01376,4868,53671,47.7,1240,3760,354,4395,18,4359,4171,138,4762,0,4760,425,230100,1065,1173,1116,52660,4239,787,1376
267,01378,814,89643,50.4,212,673,41,787,0,780,713,29,814,0,811,54,297600,1188,323,25,16100,713,81,1378
268,01379,779,66290,52.0,128,656,54,662,50,644,678,36,779,0,779,121,257200,1682,313,53,10500,694,122,1379
269,01380,25,,30.8,9,25,0,25,0,25,25,0,25,0,25,7,,,9,0,300,25,21,1380
270,01420,41661,65599,37.7,7457,27996,2540,28738,2980,24195,34015,1789,41214,0,40058,5637,261500,1115,9325,7375,488710,34361,7547,1420
271,01430,6457,111801,38.8,799,4422,668,5975,48,5834,5269,125,6455,0,6374,616,335100,1779,2161,158,86810,5401,783,1430
272,01431,3187,105750,51.6,597,2505,243,3089,0,3034,2754,97,3187,0,3187,91,328700,987,1185,56,51050,2803,406,1431
273,01432,8118,99375,40.0,1021,5906,547,6291,236,6143,6865,296,8068,0,8009,572,397500,1333,2506,1124,122675,7010,1574,1432
274,01434,1763,106875,46.0,188,1399,118,1066,418,899,1597,5,860,0,850,82,397800,,233,45,14630,1597,579,1434
275,01436,3694,90225,32.8,575,2438,240,3582,18,3530,2761,202,3595,0,3556,209,291500,748,1030,245,39150,2778,544,1436
276,01438,385,83953,19.4,31,168,33,382,3,382,257,0,385,0,385,4,219700,,111,22,,257,101,1438
277,01440,21231,57289,45.1,4526,16295,2032,18204,496,17774,17882,651,20232,0,20116,2968,243700,1041,5175,3764,270965,18166,3767,1440
278,01450,11212,186750,41.0,934,7316,410,9748,50,9624,8516,295,11077,0,11065,501,628500,1171,3255,445,142770,8812,1175,1450
279,01451,5362,199191,41.6,274,3688,157,4713,0,4616,4209,139,5362,0,5362,233,730300,1322,1659,107,56815,4260,624,1451
280,01452,4338,114922,42.3,699,3055,418,3967,121,3871,3590,87,4338,0,4297,324,327900,,1431,122,74055,3615,569,1452
281,01453,43550,75954,43.0,7862,31719,3219,33333,2835,30803,36038,1385,43297,0,43294,3874,324400,1171,12039,6365,562715,36479,7145,1453
282,01460,10084,151488,42.3,1420,7081,423,8833,62,8717,8135,302,9957,0,9934,691,591400,1339,3074,483,155875,8240,1157,1460
283,01462,11765,106473,43.0,2052,8359,810,10643,225,10475,9543,508,11753,0,11727,842,394100,1602,3725,879,183910,9641,1171,1462
284,01463,11667,124052,42.9,1739,8293,656,10192,289,10008,9596,252,11600,0,11555,729,441500,1150,3600,739,187340,9691,1539,1463
285,01464,7092,114118,46.3,1483,5742,478,6009,526,5783,6114,177,5956,0,5956,125,384200,989,1940,530,92690,6195,1499,1464
286,01468,4009,106581,43.9,652,3067,515,3826,0,3817,3342,87,4009,0,4009,182,346500,1341,1455,203,65355,3455,474,1468
287,01469,7168,100402,40.8,1180,5051,592,6259,283,6184,5690,177,7168,0,7128,494,363600,1195,2313,484,140355,5752,831,1469
288,01473,8220,95674,48.6,1617,6232,728,8013,0,7975,6821,170,8220,0,8090,278,370200,1597,2788,460,102015,6933,1089,1473
289,01474,1902,117109,51.8,426,1391,140,1721,0,1686,1711,122,1902,0,1902,188,385100,2589,630,77,35605,1756,385,1474
290,01475,10180,85379,39.7,2122,7034,848,8817,129,8553,8301,373,10170,0,10124,1023,274000,992,2699,889,137125,8334,1357,1475
291,01501,16763,101992,43.8,3002,12249,1202,15383,78,15147,13721,390,16652,9,16630,612,340600,1169,5603,1069,212060,13936,1880,1501
292,01503,3514,123077,49.7,665,2781,158,3217,36,3206,2983,95,3506,0,3502,176,570300,1668,1167,265,53005,3002,348,1503
293,01504,9195,95132,43.4,1854,6722,788,8053,286,7995,7421,182,9172,0,9165,445,355100,1158,2925,949,154335,7619,1189,1504
294,01505,4855,133292,46.3,503,3687,360,4507,15,4426,3993,98,4855,0,4850,390,498000,1705,1493,371,54545,4057,529,1505
295,01506,3443,71122,50.6,873,2546,211,3269,13,3225,2969,80,3432,0,3443,245,274000,925,1265,180,53330,3000,508,1506
296,01507,13338,113896,43.0,2326,9094,778,12537,82,12208,10487,311,13135,0,13227,498,398800,1192,3948,885,189455,10660,1349,1507
297,01510,15347,89888,38.0,2542,11076,1219,13025,254,11978,13129,402,15346,0,15294,922,329300,1289,3743,2989,229940,13382,2759,1510
298,01515,2120,77122,51.7,611,1621,171,1979,21,1901,1781,69,2120,0,2100,131,342800,982,688,183,35365,1798,293,1515
299,01516,9213,138276,43.3,1649,6459,607,8829,17,8703,7478,301,9163,0,9213,281,405100,1505,2680,480,138340,7698,1060,1516
300,01518,3047,102500,35.3,511,2095,195,2840,34,2835,2310,163,3047,0,3047,280,400700,1261,915,401,68610,2319,403,1518
301,01519,7634,144452,40.3,758,5001,310,6593,43,6444,6254,184,7634,0,7634,417,505100,2006,2006,631,103115,6362,1065,1519
302,01520,16893,141508,41.5,1511,11424,1150,14763,445,14341,12941,469,16713,52,16670,726,413700,1603,5137,841,190655,13226,1803,1520
303,01521,2585,81250,51.2,490,2013,266,2451,0,2351,2249,92,2585,0,2585,230,278000,1212,1059,116,48290,2259,386,1521
304,01522,2890,116894,42.0,253,1996,210,2731,48,2711,2323,80,2890,0,2890,175,390800,964,961,179,38790,2378,457,1522
305,01523,8395,111506,42.0,1015,6191,337,7454,336,7065,7140,437,7325,0,7305,228,398200,1816,2458,523,76270,7254,1767,1523
306,01524,6077,88933,42.2,1130,4259,569,5517,239,5389,4948,117,6039,0,5804,276,350500,952,1852,335,94310,5096,1078,1524
307,01525,31,,-666667000.0,0,31,0,31,0,31,31,0,31,0,31,0,,,0,31,,31,31,1525
308,01527,13852,109119,44.0,2476,10219,1142,11836,180,11752,11421,378,13694,0,13710,677,375800,1426,3860,1349,168795,11650,1748,1527
309,01529,3176,95144,47.7,549,2354,222,2994,25,2987,2686,54,3176,0,3166,250,381900,1180,1096,179,49645,2778,363,1529
310,01531,984,99318,48.3,163,758,69,939,23,935,823,15,984,0,984,128,372000,844,339,63,15845,830,124,1531
311,01532,15647,160801,44.8,1382,10993,676,12229,515,12130,12656,451,15471,10,15508,593,548400,1920,4925,887,223725,13009,1543,1532
312,01534,5893,123370,47.0,949,4334,405,5380,129,5139,4962,231,5749,0,5728,166,423500,1125,1875,463,80690,5004,669,1534
313,01535,4750,80380,47.7,1199,3515,273,4581,74,4568,4081,111,4750,0,4746,393,289500,928,1303,568,93105,4185,949,1535
314,01536,7282,103793,41.4,964,5178,406,5568,202,5327,5790,227,7267,0,7246,593,428200,1158,2292,736,98615,5887,701,1536
315,01537,1935,67750,35.5,285,1282,140,1796,82,1796,1489,2,1935,0,1935,78,342000,1133,593,215,23560,1540,284,1537
316,01540,11420,100757,42.1,2743,8318,929,10492,139,10468,9503,335,11368,0,11328,417,330800,1068,3382,689,153655,9542,1148,1540
317,01541,3497,163750,49.4,229,2565,212,3333,17,3271,2836,35,3495,0,3495,135,467900,906,1259,57,49790,2867,367,1541
318,01542,2815,106719,46.0,498,2101,264,2499,127,2449,2197,0,2754,0,2748,50,347300,1418,986,118,28505,2212,305,1542
319,01543,9102,150685,41.4,1436,5934,549,8598,67,8401,7202,111,9087,0,9079,140,402300,1054,2598,460,146840,7493,1395,1543
320,01545,38734,127088,39.7,3315,26799,1484,25504,1372,24847,31041,681,38651,9,38575,1502,512000,1841,10602,3822,469640,31508,4388,1545
321,01550,17669,55182,38.6,3502,11571,1078,12301,874,10010,14379,838,17447,4,17390,3119,254700,1142,3081,3949,209280,14538,3052,1550
322,01560,4734,94464,38.6,885,3368,270,3508,96,3381,3704,155,4721,30,4720,207,427000,1218,1208,700,83485,3758,550,1560
323,01561,0,,-666667000.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,1561
324,01562,11955,76225,47.7,3311,9163,628,11073,116,10776,10102,409,11936,21,11950,718,333400,1077,3302,1782,184920,10150,1899,1562
325,01564,8053,131058,51.1,1377,6308,443,7716,69,7622,6713,199,7927,0,7912,197,423300,1223,3075,386,115180,6752,732,1564
326,01566,6795,122844,49.0,850,4914,668,6092,92,6092,5471,90,6795,5,6795,126,365800,1615,2382,259,100855,5620,630,1566
327,01568,7828,147198,44.6,715,5525,372,6501,426,6348,6129,234,7818,0,7799,138,537800,1138,2387,272,118070,6215,734,1568
328,01569,14039,124057,43.5,2622,10210,1165,12983,220,12855,11689,329,13994,0,13954,452,402300,1374,4323,1013,228810,11862,2137,1569
329,01570,17671,70644,40.6,3639,12670,1145,13735,1056,13101,14384,692,17281,0,17247,2467,324800,1034,4313,2998,236600,14612,2783,1570
330,01571,11885,87306,41.0,2057,7588,895,10385,546,10040,9957,389,11885,0,10896,797,344900,1127,3020,1257,137600,10109,1829,1571
331,01581,21360,133145,38.9,1539,14806,837,13276,704,12542,16627,356,21049,0,21015,960,601900,1937,4850,3112,252740,16980,2464,1581
332,01583,7476,97736,46.8,1116,5811,660,6581,278,6389,6386,164,6706,0,6652,531,383400,1196,2239,588,88915,6427,1041,1583
333,01585,4841,69767,52.6,1140,4001,433,4711,0,4640,4204,186,4680,0,4680,459,286900,1105,1625,403,77530,4322,574,1585
334,01588,10468,88487,38.8,2013,7120,622,9487,22,9134,8157,318,10361,0,10361,909,360300,1134,2605,1517,153005,8332,1252,1588
335,01590,9268,138750,42.5,1426,6627,527,8522,83,8421,7744,124,9268,24,9257,389,472700,1416,2848,424,143055,7943,1191,1590
336,01602,25869,86128,39.9,3535,17664,1031,18244,2942,17314,21980,859,25750,0,24419,3239,347600,1487,6163,3942,319955,22323,4394,1602
337,01603,20678,58797,35.3,3624,14213,1269,11575,2086,9050,17262,1016,20579,0,20299,3010,269000,1243,3947,3938,230415,17592,4065,1603
338,01604,40724,68823,36.7,7614,29038,2628,25323,6382,21165,33543,1111,40440,0,40320,5910,295100,1413,7087,9724,483100,33765,7975,1604
339,01605,30590,51360,32.1,5281,19594,1759,17508,4284,13755,23649,1008,29777,0,29671,7551,291000,1201,3508,8175,282015,24282,5948,1605
340,01606,22636,82640,39.9,3526,16147,1160,15244,2426,14077,18790,485,22199,24,22199,2298,304200,1432,5938,3080,273470,19196,4205,1606
341,01607,8630,63718,36.3,1571,5982,590,5283,1699,4648,7088,492,8614,43,8584,1568,307500,1322,1492,2185,100070,7157,1718,1607
342,01608,5080,41319,29.7,601,3063,270,2287,495,1494,3888,194,5080,0,4921,2161,156300,1450,156,2097,54015,3904,1383,1608
343,01609,23256,58246,31.9,2556,13545,887,16003,2047,14502,20894,915,22840,0,18774,4040,386400,1239,3469,5067,200225,21000,6521,1609
344,01610,27033,39570,27.5,3736,14473,937,13891,3801,9906,22188,1053,26847,49,22586,7548,252900,1253,1547,7535,226570,22499,6437,1610
345,01611,2188,113276,41.9,398,1465,129,1968,43,1921,1870,67,2188,0,2169,138,299800,894,621,145,34755,1876,299,1611
346,01612,5013,130787,36.9,440,3218,431,4572,131,4478,4251,111,5013,0,4373,60,434700,1159,1426,185,67950,4268,752,1612
347,01701,32973,124532,43.5,3428,24114,1596,23957,1539,23084,26988,754,32481,0,32341,1745,568100,1858,10230,2927,425235,27452,3991,1701
348,01702,38898,76636,35.1,5666,26011,1473,19267,3044,16937,31059,1284,37999,0,36823,5409,515300,1632,5102,9581,549565,31547,6495,1702
349,01718,737,,38.1,0,497,37,329,0,323,515,0,737,0,737,2,350500,,193,48,13235,597,49,1718
350,01719,5462,151207,41.8,176,3682,202,3798,514,3753,4554,181,5437,0,5462,220,653300,1726,1603,563,86650,4606,558,1719
351,01720,23081,151339,44.2,956,15949,591,14705,886,14315,18121,687,22940,0,22952,620,704100,1778,6436,2307,290065,18798,2267,1720
352,01721,18634,124311,41.8,1821,13930,770,13585,856,12957,15378,426,18540,0,18457,770,532000,2273,5871,1782,303395,15633,2382,1721
353,01730,14408,143424,43.3,1071,10117,465,10296,343,10074,11560,567,14175,0,14171,655,829000,2304,3940,1730,121860,11867,2082,1730
354,01731,1784,71250,25.5,144,913,253,941,44,785,1015,3,1361,0,1737,0,,3203,0,460,10535,1028,66,1731
355,01740,5653,191208,40.7,338,3801,185,4828,0,4796,4267,188,5653,0,5653,134,679600,1545,1781,101,70530,4306,409,1740
356,01741,5209,247656,45.4,133,3522,250,4396,3,4361,3984,74,5209,0,5178,195,940300,1296,1679,108,55835,4096,540,1741
357,01742,18311,183657,46.4,919,12748,466,15071,658,14815,14576,327,17105,0,17088,423,1021400,2538,4900,1576,156365,14891,2166,1742
358,01745,554,162350,35.1,30,357,50,410,0,390,448,0,554,0,554,0,633600,,155,58,7995,448,47,1745
359,01746,14902,149614,45.1,1138,10488,704,13005,86,12893,12025,412,14875,0,14875,452,588000,1615,4889,673,218110,12276,1863,1746
360,01747,6021,120750,43.3,934,3976,312,5675,94,5655,4760,125,5988,0,5988,261,405400,1438,1713,458,68580,4958,652,1747
361,01748,18748,191439,41.9,1167,12503,650,14251,146,14155,14313,232,18697,0,18697,799,704600,2283,5816,858,271765,14659,1597,1748
362,01749,19947,103086,43.4,2716,14561,995,16660,167,16402,16345,465,19947,0,19928,1098,458000,1477,5848,2207,249555,16782,2657,1749
363,01752,41391,94199,38.1,7073,29573,2054,26801,1418,25534,33660,1301,40991,51,40905,3605,439600,1648,9476,7048,576815,33994,5217,1752
364,01754,10671,112524,40.8,961,7580,415,9238,49,9025,8463,271,10671,0,10648,875,459700,1516,3439,977,143580,8621,1270,1754
365,01756,6238,135909,44.7,859,4328,504,5881,27,5773,5032,33,6205,0,6216,427,558000,1723,1885,169,102710,5211,785,1756
366,01757,30411,93100,40.0,5624,21774,2109,22342,1196,21393,24724,996,30235,67,30078,2789,403300,1588,8147,3381,473715,25039,4319,1757
367,01760,36274,133623,42.4,3375,26360,1256,28838,592,28198,29432,655,35988,32,36000,1647,709100,1976,10504,4962,507610,29958,3977,1760
368,01770,4404,242688,44.3,178,2915,111,3664,9,3616,3294,159,4404,0,4404,106,898900,2234,1394,117,61995,3356,321,1770
369,01772,9867,188000,42.2,591,6681,314,7577,51,7382,7526,196,9867,0,9811,336,743100,2139,3061,325,133360,7718,923,1772
370,01773,5216,185288,51.2,98,3713,105,4658,44,4480,4222,80,5167,0,5149,354,1171300,1929,1671,454,42010,4315,455,1773
371,01775,7111,166833,41.0,407,4884,204,5950,212,5902,5488,142,7038,0,7111,305,633900,1728,2208,405,91015,5690,718,1775
372,01776,18926,234427,43.8,731,12601,317,15570,297,15368,14472,456,18757,0,18736,278,892700,2013,5821,502,238680,14745,1518,1776
373,01778,14070,207721,44.0,488,9656,339,11305,120,10862,11067,219,14038,70,13997,554,865600,1469,4601,420,159635,11320,1368,1778
374,01801,40992,104780,39.2,6334,29258,2245,31205,2096,30453,34481,1838,40811,15,40752,2665,612500,2131,9483,6638,508450,34946,6284,1801
375,01803,26004,134189,43.9,3237,19085,1216,20037,559,19612,21262,498,25852,39,25871,1347,659400,2325,7390,2600,333185,21533,2695,1803
